3346,16.36,0.58
3411,16.36,0.58
3478,16.36,0.58
3545,16.36,0.57
3612,16.36,0.58
3679,16.36,0.58
3745,16.36,0.57
3812,16.36,0.57
3878,16.36,0.57
3946,16.36,0.58
4012,16.36,0.58
4080,16.13,2.12
4146,16.25,1.2
4214,16.29,0.98
4280,16.3,0.88
4347,16.31,0.87
4413,16.31,0.85
4481,16.31,0.85
4548,16.3,0.87
4615,16.31,0.88
4681,16.31,0.87
4748,16.3,0.88
4815,16.3,0.86
4882,16.3,0.86
4949,16.3,0.91
5016,16.3,0.88
5083,16.3,0.88
5149,16.3,0.87
5216,16.3,0.88
5284,16.3,0.89
5350,16.3,0.89
5418,16.3,0.9
5484,16.3,0.89
5551,16.3,0.91
5617,16.3,0.88
5685,16.3,0.87
5751,16.3,0.88
5819,16.3,0.87
5885,16.29,0.89
5953,16.29,0.91
6019,16.3,0.84
6086,16.29,0.88
6153,16.3,0.9
6220,16.3,0.86
6287,16.3,0.88
6354,16.29,0.88
6420,16.3,0.87
6487,16.3,0.87
6554,16.3,0.87
6622,16.28,0.92
6688,16.23,1.29
6755,16.06,2.42
6822,15.72,4.2
6889,15.15,8.25
6956,15.36,6.7
7023,15.52,5.68
7089,15.36,6.89
7156,15.36,6.7
7224,15.37,6.56
7291,15.55,5.15
7357,15.66,4.46
7424,15.6,4.85
7492,15.6,4.76
7558,15.6,4.76
7625,15.59,4.8
7692,15.59,4.71
7758,15.59,4.78
7826,15.59,4.7
7892,15.58,4.84
7959,15.57,4.78
8026,15.51,5.2
8093,15.22,7.32
8159,15.01,8.74
8226,15.1,7.94
8293,15.41,5.51
8360,15.66,3.81
8427,15.75,3.2
8495,15.55,3.99
8561,14.34,5.41
8629,14.46,5.13
8694,14.71,5.31
8763,14.94,7.99
8829,15.22,6.46
8896,15.23,6.66
8962,15.21,6.13
9029,13.77,19.53
9096,13.96,16.99
9163,14.77,9.21
9230,14.95,7.93
9298,15.23,5.87
9364,15.6,3.31
9431,15.74,2.49
9497,15.52,4.17
9565,15.14,4.68
9631,14.68,6.98
9698,15.07,3.71
9766,15.13,7.28
9833,15.63,3.18
9899,15.06,6.48
9965,15.2,5.46
10033,15.46,4.44
10100,15.14,6.08
10166,15.18,5.44
10233,15.09,6.82
10300,14.74,9.76
10367,14.78,9.07
10436,15.06,6.83
10500,15.35,4.72
10570,15.17,6.05
10634,15,7.2
10703,15.1,6.33
10769,15.31,4.85
10835,15.29,5.03
10903,15.26,5.28
10970,15.19,5.85
11037,15.06,6.72
11103,14.89,7.96
11170,14.82,8.44
11237,14.95,7.31
11304,15.14,5.75
11371,15.23,5.2
11438,15.38,4.19
11505,15.57,2.89
11572,15.57,2.93
11638,15.48,3.61
11706,15.33,4.72
11772,14.84,8.43
11839,14.41,12.01
11906,14.74,8.47
11973,15.25,4.72
12039,15.36,4.24
12107,15.19,5.43
12174,14.75,8.87
12240,14.66,9.46
12307,14.93,7.02
12374,15.38,3.77
12441,15.61,2.36
12508,15.53,3.04
12575,15.09,11.4
12643,15.18,5.93
12708,14.85,7.75
12776,14.61,9.8
12842,14.84,7.69
12909,14.93,6.96
12976,14.98,6.56
13043,15.1,5.72
13110,15.14,5.44
13177,15.01,6.41
13243,14.97,6.65
13313,15.03,6.09
13379,15.01,6.32
13446,15.02,6.22
13514,15.43,3.17
13582,15.22,4.75
13650,14.97,6.71
13716,15.06,5.93
13784,15.17,5.11
13848,15.16,5.07
13916,15.08,5.71
13984,15.04,5.97
14049,14.94,6.89
14119,15.12,5.39
14183,15.09,5.7
14251,14.94,6.81
14320,14.61,9.64
14386,14.27,11.63
14452,14.43,10.1
14518,14.69,8.02
14586,14.94,6.44
14652,15.22,4.17
14719,15.32,3.63
14786,15.06,5.41
14851,15.19,4.68
14920,15.33,3.96
14986,15.22,6.51
15053,14.73,9.26
15120,14.98,6.16
15187,15.5,2.26
15256,15.46,2.84
15320,15.41,3.33
15389,14.77,8.82
15454,14.07,13.72
15521,14.34,11.29
15590,14.39,10.56
15656,14.45,10.04
15724,14.52,9.41
15788,14.69,7.97
15856,14.77,7.31
15923,14.85,6.62
15990,15.06,5.14
16059,15.1,4.92
16125,14.69,8.28
16191,14.27,11.64
16258,14.06,12.98
16324,13.92,14.1
16391,14,13.06
16460,14.3,10.57
16526,14.61,8.24
16593,14.77,6.88
16659,14.78,7
16726,14.74,7.2
16794,14.72,7.19
16859,14.85,6.26
16926,14.85,6.48
16995,14.84,6.41
17064,15.02,4.92
17128,15.09,4.52
17194,15.07,4.72
17262,14.95,5.63
17329,14.98,5.57
17397,15.12,4.36
17464,15.21,3.7
17529,15.18,3.89
17596,15.08,4.89
17663,14.95,5.73
17731,14.94,5.63
17796,14.87,6.54
17863,14.76,7.26
17931,14.73,7.44
17996,14.95,5.61
18063,15.16,3.99
18132,15.09,4.82
18200,14.93,6.05
18265,14.84,6.71
18332,14.77,7.14
18398,14.81,6.65
18465,14.85,6.21
18532,14.93,5.93
18600,15.05,4.92
18666,15.02,5.08
18734,14.91,7.68
18799,14.75,9.05
18869,14.49,5.23
18933,14.44,8.11
19000,14.65,11.27
19068,14.65,6.44
19134,15.1,3.86
19203,14.49,11.26
19270,14.41,8.69
19337,14.43,9.65
19402,14.36,15.22
19469,14.14,10.95
19537,14.66,7.57
19604,14.42,9.19
19671,14.63,7.81
19738,14.96,4.89
19806,15.16,3.63
19873,15.04,4.35
19938,15.18,3.59
20006,14.86,4.91
20068,15.11,3.74
20136,15.04,4.75
20205,14.3,11.21
20273,14.53,8.61
20339,14.62,8.04
20406,14.99,4.87
20474,15.17,3.51
20539,15.09,4.2
20607,14.59,8.4
20673,14.75,6.83
20739,14.99,4.85
20807,14.81,6.42
20875,14.56,8.64
20943,14.77,6.7
21008,15.12,4.01
21078,15.07,4.53
