109251,16.33,1.53
109317,16.46,0.98
109384,16.52,0.78
109451,16.52,0.81
109518,16.53,0.76
109585,16.55,0.74
109652,16.55,0.70
109718,16.55,0.70
109785,16.55,0.69
109852,16.53,0.77
109919,16.52,0.79
109986,16.53,0.76
110053,16.54,0.72
110120,16.55,0.69
110187,16.55,0.69
110253,16.54,0.70
110320,16.53,0.72
110387,16.53,0.77
110454,16.52,0.77
110521,16.53,0.73
110588,16.54,0.72
110655,16.55,0.70
110722,16.55,0.71
110788,16.54,0.71
110856,16.53,0.75
110923,16.52,0.78
110989,16.52,0.77
111056,16.53,0.73
111123,16.54,0.70
111190,16.54,0.69
111257,16.54,0.70
111324,16.54,0.71
111390,16.53,0.73
111457,16.52,0.74
111524,16.52,0.77
111591,16.52,0.75
111658,16.52,0.74
111725,16.54,0.70
111792,16.54,0.69
111859,16.51,0.81
111926,15.13,6.35
111992,13.16,15.06
112060,13.84,11.23
112126,14.41,8.40
112193,14.29,8.93
112260,13.40,13.08
112327,13.36,13.19
112394,15.10,5.24
112461,15.64,3.29
112528,15.28,4.77
112594,14.93,6.11
112661,14.60,7.45
112728,13.94,10.32
112795,13.35,13.03
112862,13.12,14.02
112929,13.12,13.88
112996,13.35,12.65
113063,13.39,12.39
113130,13.59,11.35
113196,13.56,11.49
113263,13.33,12.63
113330,13.29,12.74
113397,13.47,11.84
113464,13.84,10.03
113531,13.71,10.66
113598,13.62,11.08
113665,13.85,9.95
113731,13.94,9.47
113798,13.67,10.74
113865,13.41,12.00
113932,13.37,12.06
113999,13.72,10.40
114066,14.33,7.59
114133,14.61,6.45
114200,14.47,7.11
114267,14.07,8.90
114333,13.08,13.50
114400,12.89,14.42
114467,13.90,9.46
114534,14.96,4.85
114601,15.13,4.32
114668,15.09,4.64
114735,15.00,4.88
114802,15.03,4.78
114869,15.01,4.98
114936,14.73,6.03
115002,14.36,7.21
115069,12.88,14.61
115136,11.16,23.39
115203,11.38,22.78
115270,11.73,20.25
115337,12.71,14.80
115404,13.58,10.44
115471,13.30,11.93
115537,12.88,14.08
115604,12.93,13.76
115671,13.69,9.91
115738,14.92,4.18
115805,15.29,3.06
115872,14.32,6.39
115939,10.58,28.51
116006,12.00,18.34
116072,12.09,18.35
116139,12.28,17.27
116206,12.43,16.14
116273,12.38,16.61
116340,12.04,18.50
116407,12.01,18.52
116474,12.05,18.24
116541,12.14,17.81
116608,12.73,14.57
116675,14.09,7.54
116741,14.64,5.32
116808,14.93,4.16
116875,15.09,3.44
116942,15.06,3.64
117009,14.60,6.82
117076,15.29,2.79
117143,15.50,1.75
117210,15.45,1.89
117276,15.52,1.50
117343,15.00,4.76
117410,14.24,8.04
117477,13.75,10.28
117544,14.05,9.13
117611,14.16,7.93
117678,13.82,9.51
117745,13.31,12.40
117811,12.78,15.33
117878,13.16,13.02
117945,13.54,10.95
118012,13.94,8.89
118079,14.46,6.30
118146,14.99,3.78
118213,14.89,4.53
118280,14.30,7.49
118346,13.85,9.60
118413,14.00,8.81
118480,14.06,8.46
118547,14.14,8.03
118614,14.04,8.61
118681,13.69,10.38
118748,13.49,11.42
118815,13.91,9.08
118882,14.76,4.96
118948,15.04,3.66
119015,14.50,6.47
119082,13.71,10.31
119149,13.73,10.19
119216,13.74,10.05
119283,13.80,9.77
119350,13.80,9.78
119417,13.59,10.85
119483,13.24,12.73
119550,13.25,12.56
119617,14.28,7.03
119684,15.25,2.32
119751,15.40,1.79
119818,15.36,2.21
119885,14.05,9.45
119952,13.60,10.23
120018,12.45,18.47
120085,11.96,20.25
120152,13.14,12.86
120219,14.15,7.48
120286,14.17,7.55
120353,14.16,7.76
120420,14.06,8.43
120487,13.59,11.26
120554,13.39,11.88
120620,13.44,11.69
120687,13.47,11.29
120755,13.54,10.94
120821,13.40,11.63
120888,13.23,12.61
120955,13.52,10.91
121022,13.60,10.41
121089,13.46,11.35
121156,13.47,11.31
121223,14.04,8.10
121289,14.56,5.46
121356,14.67,5.02
121423,14.40,6.59
121490,13.93,9.07
121557,13.99,8.64
121624,14.51,5.81
121691,14.91,3.91
121757,14.86,4.30
121824,14.70,5.18
121891,14.09,8.51
121958,12.86,15.42
122025,12.55,17.03
122092,12.81,15.18
122159,13.38,11.78
122226,13.57,10.64
122293,13.66,10.26
122359,13.67,10.26
122426,13.54,11.02
122493,13.32,12.37
122560,13.18,13.15
122627,13.10,13.48
122694,12.85,14.80
122761,12.45,17.38
122828,12.14,19.37
122895,12.11,19.30
122961,12.06,19.65
123028,12.06,19.52
123095,12.11,19.16
123162,12.16,18.83
123229,12.21,18.49
123296,12.25,18.25
123363,12.33,17.61
123430,12.48,16.67
123496,12.52,16.42
123563,12.59,16.03
123630,12.63,15.81
123697,12.71,15.31
123764,13.15,12.53
123831,13.61,9.78
123898,14.19,6.69
123965,14.35,5.93
124032,14.54,4.92
124099,13.73,8.84
124165,13.59,11.14
124232,14.48,5.70
124299,14.22,6.83
124366,13.23,13.79
124433,12.60,17.14
124500,12.91,14.63
124567,12.87,15.10
124634,12.94,14.38
124701,13.20,12.75
124767,13.43,11.36
124834,13.95,8.20
124901,14.25,6.42
124968,14.14,7.28
125035,13.89,8.70
125102,13.91,9.29
125169,14.77,3.08
125236,14.46,5.78
125302,13.53,11.77
125369,13.93,8.91
125436,14.53,5.25
125503,14.71,4.33
125570,14.60,5.09
125637,14.04,8.68
125704,13.84,9.76
125771,14.21,7.47
125837,14.50,5.66
125904,14.18,7.76
125971,13.69,10.86
126038,13.65,10.96
126105,13.75,10.30
126172,13.89,9.40
126239,14.15,7.84
126306,14.61,5.08
126373,14.95,3.02
126440,15.00,2.85
126506,14.72,4.80
126573,14.51,6.11
126640,14.11,8.15
126707,13.77,11.41
126774,13.69,11.03
126841,14.22,7.63
126908,14.32,7.11
126974,14.35,6.95
127041,14.34,7.04
127108,14.29,7.41
127175,14.38,6.84
127242,14.73,4.66
127309,14.99,3.17
127376,15.12,2.44
127443,14.85,4.46
127510,14.37,6.91
127576,13.36,14.06
127643,13.39,13.53
127710,13.13,15.01
127777,13.07,15.29
127844,13.12,14.96
127911,12.98,16.02
127978,12.83,16.62
128045,12.69,17.67
128112,12.76,17.07
128178,13.28,13.36
128245,13.96,8.81
128312,14.20,7.30
128379,14.40,6.45
128446,14.48,5.59
128513,14.61,3.53
128580,15.09,2.42
128647,15.10,2.39
128714,15.04,2.57
128780,14.96,2.70
128847,15.06,1.96
128914,15.18,1.85
128981,15.22,1.92
129048,15.11,2.76
129115,14.53,8.14
129182,13.97,9.40
129249,14.25,7.53
129315,14.44,7.14
129382,14.11,9.27
129449,13.93,10.26
129516,13.87,10.53
129583,14.22,8.34
129650,14.36,7.27
129717,14.07,9.19
129784,13.58,12.65
129850,13.49,13.09
129917,13.56,12.47
129984,14.11,8.65
130051,14.45,6.53
130118,14.34,7.34
130185,13.87,10.45
130252,13.26,14.64
130319,13.27,14.41
130386,13.48,12.64
130452,14.11,8.46
130519,14.74,4.38
130586,14.99,3.09
130653,14.82,4.24
130720,14.07,9.09
130787,14.38,7.49
130854,14.07,9.10
130921,13.88,10.50
130987,14.28,7.86
131054,14.74,4.82
131121,15.00,2.66
131188,14.36,7.86
131255,14.03,9.60
131322,14.23,8.59
131389,14.45,6.49
131456,14.76,4.66
131523,14.91,3.51
131589,14.85,4.40
131656,14.91,4.29
131723,15.08,2.78
131790,15.05,3.69
131857,14.26,8.49
131924,13.35,14.93
131991,13.50,14.06
132058,13.47,13.52
132124,13.47,13.66
132191,13.47,13.44
132258,13.49,13.31
132325,13.44,13.71
132392,13.61,12.32
132459,14.08,8.92
132526,14.35,7.25
132593,14.62,5.42
132660,14.92,3.44
132726,14.99,3.12
132793,14.71,5.08
132860,14.47,6.96
132927,14.33,7.75
132994,13.70,12.24
133061,13.43,14.03
133128,13.52,13.25
133195,13.47,13.52
133262,13.84,10.80
133328,14.55,5.78
133395,14.65,5.28
133462,14.60,5.61
133529,14.64,5.47
133596,14.81,4.28
133663,14.86,4.04
133730,14.85,4.21
133797,14.99,3.26
133863,15.13,2.41
133930,15.02,3.15
133997,14.39,7.68
134064,13.89,11.27
134131,14.09,9.71
134198,14.46,6.96
134265,14.71,5.31
134332,14.44,7.18
134399,13.78,12.07
134465,14.16,9.01
134533,14.61,5.81
134599,14.68,5.51
134666,14.65,5.71
134733,14.62,6.00
134800,14.41,7.49
134867,14.13,9.50
134934,14.02,10.27
135001,13.59,13.27
135067,13.26,15.70
135134,13.33,14.98
135201,13.56,13.12
135268,14.47,6.50
135335,14.95,3.33
135402,15.11,2.20
135469,15.10,2.55
135536,14.97,3.48
135603,14.88,4.18
135669,14.88,4.23
135736,14.85,4.45
135803,14.78,4.95
135870,14.62,6.16
135937,14.09,10.08
136004,13.60,13.58
136071,13.44,14.61
136138,13.15,16.90
136204,12.94,18.25
136271,13.08,16.73
136338,13.23,15.64
136405,14.11,8.60
136472,14.18,8.98
136539,14.31,10.40
136606,14.47,7.03
136673,14.64,5.34
136739,14.91,3.69
136806,15.00,2.95
136873,15.09,2.37
136940,15.13,2.09
137007,15.04,3.06
137074,15.07,2.88
137141,14.89,3.87
137208,14.72,5.32
137275,14.82,5.33
137341,14.41,7.57
137408,14.72,5.16
137475,13.93,11.40
137542,13.60,14.15
137609,14.49,6.89
137676,14.49,6.90
137743,13.91,11.35
137810,13.71,12.81
137876,13.74,12.46
137943,13.95,10.77
138010,14.68,5.22
138077,14.88,3.99
138144,14.75,4.96
138211,14.35,8.07
138278,13.79,12.15
138345,13.98,10.61
138412,14.45,7.06
138478,14.60,6.07
138546,14.39,7.59
138612,13.88,11.45
138679,13.93,10.99
138746,14.48,6.82
138813,14.88,3.76
138880,14.95,3.43
138947,14.93,3.77
139014,15.02,3.06
139080,15.01,3.27
139147,14.74,5.30
139214,14.48,7.40
139281,14.39,7.92
139348,14.12,9.91
139415,14.14,9.78
139482,14.44,7.47
139549,14.58,6.28
139615,14.40,7.67
139682,14.01,10.79
139749,14.01,10.70
139816,14.50,6.86
139883,14.94,3.42
