629,16.34,4.09,4.08,4.09,4.09,81.02,0.40,
696,16.34,4.09,4.08,4.09,4.09,87.63,0.41,
763,16.34,4.09,4.08,4.09,4.09,61.20,0.40,
830,16.34,4.09,4.08,4.09,4.09,81.02,0.40,
897,16.34,4.09,4.08,4.09,4.09,81.02,0.40,
963,16.34,4.09,4.08,4.08,4.10,81.02,0.40,
1030,16.34,4.09,4.08,4.08,4.10,74.42,0.40,
1097,13.64,1.58,4.22,4.03,3.81,-586.35,0.15,
1164,15.93,3.06,4.13,4.04,4.69,-97.38,0.34,
1231,11.88,0.29,4.14,4.14,3.31,-275.79,0.27,
1298,11.32,0.00,3.48,4.10,3.74,411.41,0.53,
1365,11.32,0.00,3.22,4.12,3.98,418.02,0.53,
1432,11.32,0.00,3.15,4.11,4.05,424.63,0.53,
1498,11.32,0.00,3.14,4.11,4.07,411.41,0.53,
1567,11.94,0.00,4.02,3.83,4.10,1951.00,1.11,
1633,16.09,2.70,4.10,4.09,5.21,54.59,0.39,
1700,16.23,3.63,4.10,4.09,4.41,133.89,0.42,
1767,16.25,3.90,4.08,4.09,4.18,114.06,0.41,
1834,16.25,3.97,4.09,4.08,4.12,94.24,0.41,
1901,14.84,2.61,4.02,4.21,4.00,-559.92,0.16,
1968,11.35,0.00,4.10,4.09,3.16,285.86,0.48,
2035,11.32,0.00,3.38,4.11,3.83,424.63,0.53,
2102,11.32,0.00,3.19,4.11,4.02,431.23,0.54,
2168,11.32,0.00,3.14,4.12,4.06,444.45,0.54,
2235,12.34,0.09,4.21,4.09,3.95,490.70,0.56,
2302,16.34,3.06,4.05,4.15,5.09,100.85,0.41,
2369,16.34,3.80,4.10,4.10,4.35,87.63,0.41,
2436,16.34,4.02,4.07,4.10,4.16,74.42,0.40,
2503,16.34,4.06,4.08,4.09,4.11,67.81,0.40,
2570,16.34,4.08,4.08,4.09,4.10,81.02,0.40,
2673,16.34,4.09,4.08,4.08,4.10,74.42,0.40,
2703,16.34,4.09,4.08,4.08,4.09,398.19,0.52,
2769,16.34,4.09,4.08,4.09,4.09,54.59,0.39,
2836,16.34,4.09,4.08,4.09,4.09,87.63,0.41,
2903,16.34,4.09,4.08,4.09,4.09,67.81,0.40,
2970,16.34,4.09,4.08,4.09,4.09,100.85,0.41,
3037,16.34,4.09,4.08,4.09,4.09,81.02,0.40,
3104,16.34,4.09,4.08,4.09,4.09,81.02,0.40,
3171,16.34,4.09,4.08,4.09,4.09,67.81,0.40,
3237,16.34,4.09,4.08,4.09,4.09,67.81,0.40,
3305,16.34,4.09,4.08,4.09,4.09,67.81,0.40,
3371,16.34,4.09,4.08,4.09,4.09,74.42,0.40,
3438,16.34,4.09,4.08,4.09,4.09,81.02,0.40,
3505,16.34,4.09,4.08,4.09,4.09,87.63,0.41,
3572,16.34,4.09,4.08,4.09,4.09,61.20,0.40,
3639,16.34,4.09,4.08,4.09,4.09,61.20,0.40,
3706,16.34,4.09,4.08,4.09,4.09,61.20,0.40,
3773,16.34,4.09,4.08,4.09,4.09,87.63,0.41,
3839,16.34,4.09,4.08,4.09,4.09,67.81,0.40,
3906,16.34,4.09,4.08,4.09,4.09,61.20,0.40,
3973,16.31,4.08,4.08,4.08,4.07,226.39,0.46,
4040,16.34,4.08,4.08,4.09,4.09,87.63,0.41,
4107,16.34,4.09,4.08,4.08,4.10,74.42,0.40,
4174,16.31,4.08,4.08,4.06,4.08,100.85,0.41,
4241,16.32,4.07,4.07,4.07,4.10,193.36,0.44,
4308,16.24,4.02,4.08,4.08,4.06,233.00,0.46,
4375,16.31,4.06,4.08,4.07,4.10,378.37,0.51,
4442,16.29,4.06,4.07,4.08,4.07,649.29,0.62,
4508,16.30,4.07,4.07,4.08,4.08,497.31,0.56,
4575,16.28,4.07,4.06,4.07,4.08,721.97,0.64,
4642,16.28,4.07,4.06,4.07,4.07,715.36,0.64,
4709,15.52,3.31,4.02,4.02,4.16,67.81,0.40,
4776,11.43,0.15,4.12,4.14,3.02,728.58,0.65,
4844,11.27,0.00,3.41,4.11,3.75,1144.86,0.81,
4911,11.30,0.00,3.20,4.10,4.00,642.68,0.62,
4977,11.31,0.00,3.14,4.11,4.05,603.03,0.60,
5044,11.31,0.00,3.13,4.11,4.07,603.03,0.60,
5111,11.31,0.00,3.12,4.12,4.07,589.82,0.60,
5178,11.31,0.00,3.12,4.11,4.08,609.64,0.60,
5245,11.31,0.00,3.12,4.11,4.08,589.82,0.60,
5312,11.31,0.00,3.12,4.11,4.07,603.03,0.60,
5379,11.31,0.00,3.12,4.11,4.08,609.64,0.60,
5446,11.31,0.00,3.12,4.11,4.08,603.03,0.60,
5513,11.30,0.00,3.12,4.11,4.07,708.76,0.64,
5579,11.28,0.00,3.12,4.10,4.06,1052.36,0.77,
5646,11.28,0.00,3.11,4.10,4.06,1045.75,0.77,
5713,11.27,0.00,3.11,4.10,4.06,1072.18,0.78,
5780,11.27,0.00,3.11,4.10,4.06,1085.40,0.78,
5847,11.28,0.00,3.11,4.10,4.07,959.85,0.74,
5914,11.31,0.00,3.12,4.11,4.07,616.25,0.61,
5981,11.31,0.00,3.12,4.11,4.07,609.64,0.60,
6048,11.30,0.00,3.12,4.11,4.07,616.25,0.61,
6115,11.31,0.00,3.12,4.11,4.07,609.64,0.60,
6181,11.30,0.00,3.12,4.10,4.07,814.48,0.68,
6248,11.26,0.00,3.11,4.10,4.05,1263.80,0.85,
6315,11.26,0.00,3.11,4.10,4.05,1316.67,0.87,
