632,16.79,4.19,4.19,4.19,4.21,854.13,0.69,
699,16.80,4.20,4.18,4.20,4.21,523.74,0.57,
765,16.80,4.20,4.18,4.20,4.22,239.61,0.46,
832,16.80,4.20,4.19,4.19,4.22,213.18,0.45,
899,16.80,4.20,4.19,4.20,4.21,226.39,0.46,
966,16.80,4.20,4.19,4.20,4.21,226.39,0.46,
1033,16.80,4.20,4.19,4.20,4.21,233.00,0.46,
1100,16.80,4.20,4.19,4.20,4.21,199.96,0.45,
1167,16.80,4.20,4.19,4.20,4.21,213.18,0.45,
1234,16.80,4.20,4.19,4.20,4.21,226.39,0.46,
1300,16.80,4.20,4.19,4.20,4.21,226.39,0.46,
1367,16.80,4.20,4.18,4.20,4.21,603.03,0.60,
1434,16.79,4.19,4.19,4.20,4.21,642.68,0.62,
1501,16.79,4.19,4.19,4.20,4.21,636.07,0.61,
1568,16.79,4.19,4.19,4.20,4.21,715.36,0.64,
1635,16.79,4.19,4.19,4.19,4.22,642.68,0.62,
1702,16.80,4.20,4.18,4.20,4.22,226.39,0.46,
1769,16.80,4.20,4.18,4.20,4.22,213.18,0.45,
1836,16.80,4.20,4.18,4.20,4.22,219.79,0.46,
1902,16.80,4.20,4.19,4.19,4.22,239.61,0.46,
1969,16.80,4.20,4.18,4.20,4.22,219.79,0.46,
2036,16.79,4.19,4.19,4.19,4.21,860.73,0.70,
2103,16.79,4.19,4.19,4.19,4.21,847.52,0.69,
2170,16.78,4.19,4.19,4.19,4.21,887.16,0.71,
2237,16.78,4.19,4.19,4.19,4.21,840.91,0.69,
2304,16.78,4.19,4.18,4.20,4.21,867.34,0.70,
2371,16.79,4.19,4.19,4.19,4.21,708.76,0.64,
2438,16.80,4.19,4.19,4.20,4.21,219.79,0.46,
2504,16.80,4.20,4.18,4.20,4.21,219.79,0.46,
2571,16.80,4.20,4.18,4.20,4.22,226.39,0.46,
2638,16.80,4.20,4.18,4.20,4.22,219.79,0.46,
2705,16.80,4.20,4.18,4.20,4.22,226.39,0.46,
2772,16.80,4.20,4.18,4.20,4.22,226.39,0.46,
2839,16.80,4.20,4.18,4.20,4.22,213.18,0.45,
2906,16.80,4.20,4.18,4.20,4.22,246.22,0.47,
2973,16.80,4.20,4.18,4.20,4.22,239.61,0.46,
3039,16.80,4.20,4.18,4.20,4.22,219.79,0.46,
3106,16.80,4.20,4.18,4.20,4.22,219.79,0.46,
3173,16.80,4.20,4.18,4.20,4.22,219.79,0.46,
3240,16.80,4.20,4.18,4.20,4.22,233.00,0.46,
3307,16.80,4.20,4.18,4.20,4.22,219.79,0.46,
3374,16.80,4.20,4.18,4.20,4.22,219.79,0.46,
3441,16.80,4.20,4.18,4.20,4.22,219.79,0.46,
3508,16.80,4.20,4.18,4.20,4.22,213.18,0.45,
3575,16.80,4.20,4.18,4.20,4.22,266.04,0.47,
3641,16.80,4.20,4.18,4.20,4.22,252.82,0.47,
3708,16.80,4.20,4.18,4.20,4.22,259.43,0.47,
3775,16.80,4.20,4.18,4.20,4.22,219.79,0.46,
3842,16.80,4.20,4.18,4.20,4.22,233.00,0.46,
3909,16.80,4.20,4.18,4.20,4.22,233.00,0.46,
3976,16.80,4.20,4.18,4.20,4.22,239.61,0.46,
4043,16.80,4.20,4.18,4.20,4.22,239.61,0.46,
4110,16.80,4.20,4.18,4.20,4.22,246.22,0.47,
4176,16.80,4.20,4.18,4.20,4.22,233.00,0.46,
4243,16.80,4.20,4.18,4.20,4.22,246.22,0.47,
4310,16.80,4.20,4.18,4.20,4.22,239.61,0.46,
4377,16.80,4.20,4.18,4.20,4.21,239.61,0.46,
4444,16.80,4.20,4.18,4.20,4.22,246.22,0.47,
4511,16.80,4.20,4.18,4.20,4.22,259.43,0.47,
4578,16.80,4.20,4.18,4.20,4.22,252.82,0.47,
4645,16.80,4.20,4.18,4.20,4.22,233.00,0.46,
4711,16.80,4.20,4.18,4.20,4.22,239.61,0.46,
4778,16.80,4.20,4.18,4.20,4.22,239.61,0.46,
4845,16.80,4.20,4.18,4.20,4.22,239.61,0.46,
4912,16.80,4.20,4.18,4.20,4.22,259.43,0.47,
4979,16.80,4.20,4.18,4.20,4.22,246.22,0.47,
5046,16.80,4.20,4.18,4.20,4.22,233.00,0.46,
5113,16.80,4.20,4.18,4.20,4.22,252.82,0.47,
5180,16.80,4.20,4.18,4.20,4.22,239.61,0.46,
5247,16.80,4.20,4.18,4.20,4.22,252.82,0.47,
5313,16.80,4.20,4.18,4.20,4.21,239.61,0.46,
5380,16.80,4.20,4.18,4.20,4.21,246.22,0.47,
5447,16.80,4.20,4.18,4.20,4.21,239.61,0.46,
5514,16.80,4.20,4.18,4.20,4.21,252.82,0.47,
5581,16.80,4.20,4.18,4.20,4.21,272.65,0.47,
5648,16.80,4.20,4.18,4.20,4.21,252.82,0.47,
5715,16.80,4.20,4.18,4.20,4.22,246.22,0.47,
5782,16.80,4.20,4.18,4.20,4.21,246.22,0.47,
5849,16.80,4.20,4.18,4.20,4.21,259.43,0.47,
5915,16.80,4.20,4.18,4.20,4.21,252.82,0.47,
5982,16.80,4.20,4.18,4.20,4.21,252.82,0.47,
6049,16.80,4.20,4.18,4.20,4.21,246.22,0.47,
6116,16.80,4.20,4.18,4.20,4.21,252.82,0.47,
6183,16.80,4.20,4.18,4.20,4.21,266.04,0.47,
6250,16.80,4.20,4.18,4.20,4.21,233.00,0.46,
6317,16.80,4.20,4.18,4.20,4.21,233.00,0.46,
6384,16.80,4.20,4.18,4.20,4.21,239.61,0.46,
6450,16.80,4.20,4.18,4.20,4.21,233.00,0.46,
6517,16.80,4.20,4.18,4.20,4.21,239.61,0.46,
6584,16.80,4.20,4.18,4.20,4.21,233.00,0.46,
6651,16.80,4.20,4.18,4.20,4.21,246.22,0.47,
6718,16.80,4.20,4.18,4.20,4.21,252.82,0.47,
6785,16.80,4.20,4.18,4.20,4.21,259.43,0.47,
6852,16.80,4.20,4.18,4.20,4.21,239.61,0.46,
6919,16.80,4.20,4.18,4.20,4.21,246.22,0.47,
6986,16.80,4.20,4.18,4.20,4.21,252.82,0.47,
7052,16.80,4.20,4.18,4.20,4.21,239.61,0.46,
7119,16.80,4.20,4.18,4.20,4.21,259.43,0.47,
7186,16.80,4.20,4.18,4.20,4.21,226.39,0.46,
7253,16.80,4.20,4.18,4.20,4.21,239.61,0.46,
7320,16.80,4.20,4.18,4.20,4.21,233.00,0.46,
7387,16.80,4.20,4.18,4.20,4.21,233.00,0.46,
7454,16.80,4.20,4.18,4.20,4.21,252.82,0.47,
7521,16.80,4.20,4.18,4.20,4.21,272.65,0.47,
7588,16.80,4.20,4.18,4.20,4.21,292.47,0.48,
7654,16.80,4.20,4.18,4.20,4.21,272.65,0.47,
